ACTIVITY,BP,HR,CIRCLUATION
0,65,335,4818
3,63,540,8870
0,105,149,807
0,29,204,1162
5,123,171,1747
0,78,424,10963
0,90,241,2978
0,104,340,6860
2,16,96,804
0,19,129,928
3,24,138,554
5,58,288,2334
0,24,193,1995
0,8,98,270
3,31,234,2464
0,94,210,2748
0,159,244,3213
5,151,278,1938
2,24,234,1581
5,24,131,271
0,231,450,5964
5,93,176,1922
1,23,85,343
3,129,305,2610
2,15,123,621
2,54,473,14125
2,48,93,545
2,25,247,2754
4,20,105,765
4,34,179,1626
4,175,308,6057
0,69,420,12489
0,173,305,2610
2,21,216,2677
3,92,158,1403
1,139,247,3373
3,85,540,8870
0,378,582,11293
2,96,33,5
5,21,166,1414
2,93,139,587
3,162,308,6057
5,19,76,147
3,25,156,1364
2,20,54,165
2,31,85,343
3,19,109,689
5,45,67,224
3,53,107,346
4,27,88,292
3,31,138,554
2,20,54,165
0,100,322,3553
2,86,163,1162
5,8,119,973
0,141,616,16961
0,24,125,322
3,45,234,2464
0,6,144,1358
3,52,93,545
3,94,120,809
5,35,176,1313
0,110,504,13970
3,117,205,1751
2,42,235,4905
3,21,196,1885
0,38,232,3883
3,82,128,693
4,18,102,764
4,98,163,1162
2,91,449,5537
0,294,436,8215
2,97,130,490
4,67,223,2822
2,95,88,318
0,34,188,732
2,42,52,133
1,21,85,343
0,19,148,1206
0,46,174,1687
4,15,196,1885
0,41,283,3462
2,14,79,317
5,42,196,1997
0,31,101,486
4,89,176,1922
0,99,121,429
3,5,63,166
2,96,130,490
2,41,93,545
3,82,403,6746
3,17,138,554
3,81,388,6290
5,71,109,400
0,32,209,2967
3,64,272,3539
2,18,138,554
3,72,176,1922
0,86,175,1573
2,101,130,490
0,261,434,4732
0,81,369,7096
3,59,107,346
2,52,67,224
4,96,33,5
0,100,170,732
3,56,235,4905
3,26,188,2599
0,206,316,3977
3,41,215,2188
3,38,234,2464
3,53,234,2464
2,20,138,554
0,42,217,2254
3,90,136,619
5,16,51,102
3,38,71,249
0,136,184,2319
0,90,479,12500
3,31,188,2599
2,51,271,4426
3,48,254,3885
5,19,188,2599
3,42,154,587
0,29,118,845
5,43,196,1997
4,66,172,973
2,22,88,292
4,14,123,621
4,23,174,1415
4,44,220,3450
0,23,175,2055
2,19,88,292
0,4,56,63
3,20,196,1885
2,24,216,2677
2,50,51,132
2,6,33,5
3,6,63,166
4,95,120,809
5,47,247,2754
0,23,152,1107
4,81,315,5844
2,40,235,4905
5,99,209,2534
0,13,118,402
0,65,162,1209
3,158,305,2610
4,25,102,516
4,29,220,3450
3,65,473,14125
3,28,166,1414
5,31,215,2188
2,20,54,165
2,86,449,5537
0,77,262,3792
0,18,127,771
3,13,79,317
4,164,109,486
4,27,193,2118
2,100,217,2904
0,29,218,2251
0,16,235,3217
4,80,388,6290
3,6,79,292
3,53,483,15505
4,72,176,1922
0,149,753,24015
3,145,217,2904
0,22,141,592
0,37,350,6074
3,99,205,1751
3,68,271,4426
5,40,180,2054
0,36,461,9412
0,21,146,1633
2,79,352,6744
0,10,152,849
4,93,163,1162
3,46,315,5844
2,32,234,2464
1,142,247,3373
4,40,215,2188
5,28,247,2754
3,51,235,4905
0,131,231,3445
4,28,102,516
3,60,254,3885
4,143,540,18067
5,28,131,271
4,92,163,1162
4,88,158,1403
0,139,186,2460
3,69,388,6290
3,35,154,587
5,42,288,2334
0,188,244,2677
3,23,216,2677
3,79,388,6290
3,38,234,2464
3,61,214,1469
0,9,55,54
0,21,207,4508
0,159,720,23155
2,36,154,587
4,44,180,2054
0,99,314,4251
2,96,33,5
0,38,252,3212
0,25,157,619
2,101,130,490
2,34,234,2464
3,21,174,1415
2,16,96,804
1,20,85,343
0,41,188,982
0,24,149,897
5,38,131,271
3,35,188,2599
3,6,105,765
0,27,247,3458
3,23,216,2677
3,75,142,844
5,15,102,516
4,23,174,1415
4,82,128,693
0,92,178,1806
0,194,246,2062
5,183,362,5847
0,268,418,9275
0,100,204,1638
4,43,156,654
4,25,102,764
2,68,352,6744
0,13,104,844
4,26,131,271
5,43,262,3211
5,105,171,1747
0,49,153,767
5,49,262,3211
1,147,247,3373
5,30,223,2822
4,51,224,2192
2,10,79,317
5,82,130,694
3,42,214,1469
4,31,247,2754
4,83,172,973
5,35,188,2599
2,17,96,804
0,34,207,1521
1,25,85,343
0,168,256,2258
4,53,93,545
4,44,272,3539
0,30,132,623
4,49,315,5844
3,34,105,765
0,14,189,1809
5,12,119,395
2,8,33,5
4,22,138,554
4,130,208,1691
3,119,88,318
3,79,449,5537
1,8,79,292
4,45,156,654
0,95,288,3061
0,66,157,1208
0,15,225,1755
3,93,403,6746
2,11,79,317
0,74,537,14320
3,45,254,3885
0,178,301,4822
0,223,326,4163
0,21,214,2327
0,53,204,2190
0,61,183,2000
0,42,214,2672
2,6,33,5
0,92,540,19224
0,173,243,2390
3,15,196,1885
4,13,79,317
4,41,322,4619
0,26,217,983
1,26,85,343
3,88,388,6290
0,51,443,8095
4,35,93,545
0,188,725,17717
0,47,348,5123
3,82,134,970
5,62,273,2061
4,27,119,395
2,53,271,4426
4,49,234,2464
2,36,154,587
5,118,171,1747
5,39,179,1626
2,141,217,2904
5,52,223,2822
2,27,249,3630
0,29,168,1520
2,51,93,545
0,134,745,21699
2,9,105,765
0,37,227,1420
2,111,205,1751
0,42,181,1636
4,11,79,292
0,64,330,4528
0,165,285,5947
0,221,306,6277
0,358,517,11883
2,70,352,6744
4,172,109,486
4,39,71,249
3,25,247,2754
3,58,107,346
1,20,85,343
0,156,117,487
4,99,130,490
0,111,151,1307
3,44,235,4905
4,41,196,1997
3,19,188,2599
2,26,249,3630
2,34,85,343
3,5,63,166
4,48,93,545
0,54,125,849
2,49,51,132
0,185,273,2464
0,77,293,3625
4,23,148,729
3,35,215,2188
5,13,86,205
0,10,86,270
5,25,102,516
0,43,303,3806
3,27,247,2754
4,32,174,1415
4,37,194,1521
0,6,83,484
0,27,153,938
0,24,313,4155
0,26,167,1511
0,25,258,3375
3,161,308,6057
0,62,110,929
0,7,78,166
3,90,540,8870
3,86,158,1403
5,41,108,428
2,90,449,5537
4,21,119,395
2,8,79,317
4,38,71,249
0,35,167,1989
0,81,336,4731
3,30,156,1364
4,31,86,205
4,84,120,809
3,161,308,6057
0,22,204,2254
1,36,183,931
4,52,272,3539
0,55,148,488
5,23,166,1414
2,149,305,2610
3,23,166,1111
4,28,174,1415
3,5,63,166
3,84,537,8350
1,20,85,343
5,109,320,3466
0,278,506,16575
0,55,287,2405
0,59,301,7444
3,84,128,693
2,42,52,133
0,139,874,41819
0,42,211,2248
4,57,273,2061
4,93,163,1162
3,33,157,1519
0,39,248,2753
3,31,156,1364
4,25,123,621
3,108,403,6746
4,98,388,6290
5,59,154,1252
2,116,247,3373
0,90,333,5121
5,41,196,1997
0,33,209,1115
3,33,71,249
0,77,441,10238
5,61,130,694
2,7,63,166
5,11,119,395
0,22,233,1373
5,26,215,2188
2,50,51,132
3,34,154,587
1,30,249,3630
3,26,86,205
2,72,104,457
4,20,79,292
3,31,156,1364
4,13,72,340
2,88,449,5537
4,70,273,2061
4,36,247,2754
1,6,33,5
0,48,179,1162
2,53,271,4426
3,71,540,8870
5,77,142,844
3,20,193,2118
5,83,136,619
2,47,234,1581
4,20,194,1521
3,82,403,6746
3,59,107,346
3,33,215,2188
0,205,410,9001
3,26,109,689
2,20,54,165
4,98,537,8350
3,41,272,3539
0,47,253,4908
1,28,249,3630
4,28,88,292
3,47,93,545
4,141,540,18067
2,33,234,1581
0,63,352,5120
3,41,234,2464
0,44,150,811
3,82,128,693
0,182,185,1362
0,29,175,1308
0,77,495,14641
0,346,526,10686
4,21,72,340
3,25,216,2677
4,118,208,1691
5,92,176,1922
0,136,225,2900
3,15,166,1414
2,20,54,165
4,84,540,8870
0,48,333,4250
3,104,537,8350
2,100,449,5537
3,75,403,6746
0,22,226,2263
3,25,157,1519
2,11,79,317
0,82,329,4345
0,67,441,8998
4,12,77,205
4,41,262,3211
4,169,308,6057
4,67,101,249
0,38,190,1529
4,30,156,1364
3,30,156,1364
3,21,196,1885
2,63,473,14125
4,16,51,102
2,63,449,5537
3,39,71,249
3,50,93,545
0,48,181,2321
3,19,188,2599
3,15,196,1885
0,108,449,7353
0,10,129,693
5,27,131,271
0,30,195,1753
0,53,113,490
2,29,234,2464
4,23,156,1364
4,31,174,1415
3,53,315,5844
2,12,79,317
3,23,215,2188
4,54,67,224
0,39,258,1937
3,58,254,3885
2,124,88,318
2,78,352,6744
4,86,540,8870
3,83,128,693
3,47,322,4619
0,28,130,1516
4,84,163,1162
3,52,93,545
0,153,213,2749
0,25,163,521
0,77,357,8465
4,96,158,1403
2,41,234,2464
2,21,138,554
2,41,235,4905
5,6,43,161
3,39,215,2188
3,67,134,970
3,99,130,490
0,169,355,4068
0,15,62,88
2,15,79,292
3,15,220,3450
3,48,93,545
0,246,815,18867
5,10,148,729
0,382,546,13966
2,20,54,165
2,127,88,318
4,72,272,3539
0,30,147,1210
3,42,196,1997
3,53,483,15505
0,53,290,3803
5,42,130,694
2,24,138,554
1,32,183,931
0,35,152,762
5,116,171,1747
5,45,262,3211
2,72,352,6744
5,68,468,9276
0,76,391,8730
3,174,308,6057
3,89,388,6290
4,33,157,1519
0,37,312,4345
4,29,52,133
0,37,250,2256
4,31,102,516
5,122,171,1747
0,159,198,1369
3,5,63,166
0,127,148,1022
3,60,473,14125
5,16,76,147
1,147,247,3373
0,84,174,1631
0,59,92,551
5,51,180,2054
5,43,196,1997
3,15,216,2677
4,19,102,764
0,66,327,4632
3,98,537,8350
0,61,408,6413
4,49,322,4619
1,142,247,3373
0,59,242,3705
0,52,369,7467
0,72,174,854
3,25,220,3450
3,55,254,3885
5,25,102,516
3,126,88,318
0,33,265,3138
3,16,109,689
4,83,163,1162
0,74,255,2754
4,69,403,6746
3,32,247,2754
5,43,196,1997
5,24,54,165
3,52,254,3885
4,16,215,2188
3,32,156,1364
4,74,272,3539
3,94,537,8350
5,43,294,4249
3,16,216,2677
5,68,320,3466
3,34,322,4619
2,31,234,1581
4,49,93,545
3,36,223,2059
4,43,235,4905
2,42,52,133
0,57,319,4157
4,25,193,2118
5,22,76,147
2,36,71,249
3,41,166,1111
0,35,228,2978
3,16,196,1885
2,6,33,5
0,13,116,580
0,33,275,4062
0,344,503,8097
0,41,151,851
3,64,473,14125
4,123,208,1691
3,115,205,1751
1,14,88,292
4,100,537,8350
0,198,365,6855
0,70,188,1927
3,85,157,1519
0,79,400,6294
2,50,483,15505
0,15,98,271
2,39,154,587
4,24,216,2677
2,45,234,1581
0,20,63,41
4,21,188,2599
4,67,224,2192
0,60,347,5528
2,25,108,428
0,11,141,1259
0,83,364,7099
0,22,247,3129
3,36,154,587
4,66,272,3539
3,22,93,545
4,25,148,729
0,105,151,1260
3,28,234,1581
0,23,171,1062
3,45,483,15505
0,100,116,691
3,75,128,693
0,48,293,4245
5,14,102,764
3,122,205,1751
1,19,88,292
4,30,138,554
0,101,442,12979
4,22,194,1521
2,79,128,693
4,17,220,3450
3,64,273,2061
2,41,52,133
0,57,288,3975
0,55,92,369
0,38,208,1692
4,43,156,654
2,44,235,4905
0,11,35,83
4,54,315,5844
4,52,180,2054
0,98,459,10388
3,85,388,6290
4,29,156,654
0,49,220,1527
0,59,386,5637
2,57,271,4426
4,23,148,729
4,157,308,6057
0,99,118,727
2,130,88,318
4,34,322,4619
3,49,67,224
4,32,40,100
4,49,322,4619
0,24,177,1578
4,132,308,6057
3,21,216,2677
0,148,247,3373
4,95,156,1521
2,44,51,132
2,91,130,490
0,79,423,10677
0,27,187,1576
3,30,88,292
4,73,101,249
5,19,72,340
3,99,158,1403
3,95,537,8350
5,69,468,9276
5,124,171,1747
0,82,268,4716
5,51,180,2054
4,41,54,204
0,43,301,2684
0,149,222,2975
3,24,138,554
4,15,196,1885
4,51,224,2192
4,71,101,249
0,209,257,2002
4,100,158,1403
1,20,85,343
4,27,174,1415
1,149,247,3373
3,80,128,693
5,29,156,1364
0,89,221,1628
4,52,93,545
0,17,236,2608
2,21,88,292
3,40,234,2464
0,33,121,549
0,362,370,4350
3,71,537,8350
0,13,109,491
5,48,390,7459
0,88,169,1687
4,82,120,809
4,29,194,1521
2,24,249,3630
1,21,85,343
5,61,540,8870
5,47,262,3211
3,36,71,249
3,81,483,15505
0,14,117,767
4,143,540,18067
0,58,324,4432
4,96,33,5
4,79,172,973
2,106,449,5537
4,82,136,619
3,17,220,3450
0,42,284,3544
4,49,390,7459
0,63,534,17510
5,12,72,340
3,69,128,693
1,6,33,5
3,20,196,1885
3,64,107,346
4,84,403,6746
0,78,437,8345
3,22,88,292
3,6,63,166
0,51,219,2679
0,86,176,1922
4,13,82,185
0,47,189,2119
0,82,644,21043
4,67,224,2192
3,41,188,2599
2,22,249,3630
0,76,277,3054
4,45,315,5844
2,30,54,165
3,36,234,2464
4,43,188,2599
0,13,89,248
3,27,156,1364
0,6,81,147
4,17,123,621
5,35,131,271
4,74,172,973
2,30,249,3630
3,76,172,973
3,33,166,1111
0,46,188,1522
0,97,487,6868
4,79,172,973
1,147,247,3373
4,12,148,729
5,47,262,3211
5,29,223,2822
3,34,215,2188
0,42,102,881
4,35,188,2599
4,44,322,4619
3,51,390,7459
4,38,235,4905
1,30,249,3630
4,88,120,809
0,46,252,2192
5,86,128,693
3,4,63,166
3,55,196,1885
5,121,171,1747
3,49,67,224
0,51,251,3617
2,25,249,3630
2,18,96,804
4,151,308,6057
4,24,96,804
4,162,109,486
3,8,166,1111
4,103,537,8350
5,39,179,1626
4,158,308,6057
3,86,540,8870
3,85,176,1922
0,161,362,5742
4,12,86,205
3,25,166,1111
0,9,80,316
4,32,179,1626
0,15,193,2673
4,51,234,2464
2,76,449,5537
2,14,79,317
4,9,72,340
4,52,223,2822
2,74,352,6744
2,13,79,292
0,37,232,2258
4,108,171,1747
0,73,424,8607
4,78,176,1922
0,45,185,1690
5,158,281,4061
5,84,130,490
0,108,438,11122
3,101,537,8350
1,21,85,343
0,38,218,3534
3,96,33,5
2,85,128,693
2,62,483,15505
2,4,79,292
0,174,431,9271
0,20,206,2742
3,36,272,3539
0,22,150,377
4,71,101,249
0,18,110,455
0,17,108,486
0,7,96,485
4,135,208,1691
3,87,537,8350
3,27,156,1364
0,66,384,4725
0,48,179,1693
0,51,197,2965
5,21,51,102
0,18,81,204
0,76,391,8730
2,44,154,587
0,106,192,1691
0,190,360,6978
0,251,333,4622
5,33,166,1414
0,35,193,1636
4,69,172,973
3,81,120,809
2,13,105,765
5,38,67,224
4,20,138,554
0,16,51,35
0,77,198,2063
2,38,52,133
4,26,156,654
4,146,540,18067
4,139,540,18067
0,28,150,1355
4,96,156,1521
0,56,194,1872
2,19,96,804
3,44,193,2118
1,8,33,5
2,82,352,6744
4,72,101,249
4,69,101,249
3,91,120,809
4,116,205,1751
0,6,146,2311
0,25,115,135
0,53,83,131
4,32,132,806
0,82,455,9276
3,170,308,6057
4,122,208,1691
0,480,586,19428
3,36,216,2677
0,33,179,1638
3,191,308,6057
4,18,72,340
4,19,72,340
1,6,33,5
5,37,194,1521
0,155,234,3456
4,90,158,1403
4,65,223,2822
1,26,85,343
5,19,102,764
3,92,136,619
4,78,388,6290
4,71,254,3885
0,120,213,2128
0,56,130,1109
4,24,220,3450
0,24,364,6986
3,26,156,1364
4,35,166,1414
5,110,209,2534
0,8,104,343
2,120,88,318
3,35,216,2677
2,42,52,133
0,221,272,2978
2,20,96,804
0,58,338,2004
0,98,253,3976
2,120,88,318
3,65,388,6290
0,57,273,3456
2,157,305,2610
0,64,335,5015
0,23,184,1261
2,11,79,317
3,47,254,3885
4,71,540,8870
3,63,107,346
4,101,462,11563
4,12,102,764
3,15,109,689
3,36,71,249
5,14,148,729
0,85,336,7949
0,55,373,4259
3,16,109,689
4,27,131,271
4,72,176,1922
0,9,78,345
4,82,176,1922
4,55,224,2192
4,39,215,2188
3,20,96,804
4,32,168,772
4,109,462,11563
3,22,188,2599
3,81,388,6290
2,12,79,317
0,33,236,4056
4,67,107,517
5,67,223,2822
3,129,217,2904
2,40,234,2464
3,93,136,619
2,47,67,224
3,39,234,2464
0,29,128,1065
3,21,96,804
0,57,209,1993
2,92,449,5537
4,0,130,490
0,39,273,4429
4,27,174,1415
3,15,154,1252
4,35,179,1626
4,37,247,2754
2,122,88,318
0,11,85,342
3,29,156,1364
5,118,171,1747
4,67,273,2061
4,74,473,14125
0,45,295,3065
0,59,345,3468
0,105,567,15869
4,46,67,224
1,6,33,5
5,25,131,271
3,38,215,2188
3,40,234,2464
5,58,294,4249
0,56,167,1309
4,96,33,5
0,8,97,293
5,46,262,3211
2,21,54,165
4,21,102,764
0,29,229,2188
5,53,288,2334
2,37,249,3630
2,39,52,133
0,114,708,16061
3,53,67,224
4,83,172,973
2,134,217,2904
5,35,51,102
3,175,308,6057
3,46,235,4905
0,61,257,3058
2,50,51,132
4,37,77,205
0,65,331,6405
5,62,473,14125
0,73,122,728
4,33,102,516
5,49,288,2334
3,23,220,3450
2,13,86,205
4,13,77,205
5,13,51,102
2,42,52,133
2,11,79,317
2,37,154,587
0,142,243,2195
4,70,101,249
0,18,112,484
0,27,92,426
2,126,88,318
2,70,104,457
3,57,315,5844
0,67,408,5856
3,30,40,100
5,24,102,516
0,25,167,1310
1,6,33,5
5,129,171,1747
0,198,944,31312
4,80,145,1156
4,53,315,5844
4,134,208,1691
4,85,158,1403
4,71,107,517
0,33,260,2537
3,100,449,5537
0,62,283,4527
0,17,135,546
4,35,157,1519
5,16,166,1111
0,34,212,2060
3,18,148,729
4,10,76,147
0,7,77,167
3,72,145,1156
0,79,358,5429
2,22,85,343
0,198,293,2690
0,187,231,2127
2,75,104,457
3,16,216,2677
2,24,138,554
0,32,142,589
4,33,156,654
4,176,308,6057
4,35,52,133
3,20,166,1414
1,14,88,292
2,80,163,1162
0,130,355,9401
5,74,320,3466
2,77,104,457
2,25,234,1581
2,29,157,1519
5,43,196,1997
4,70,101,249
2,75,104,457
4,77,388,6290
2,20,54,165
0,7,237,2329
0,183,306,5628
2,83,128,693
3,80,540,8870
4,35,216,2677
0,50,511,12358
4,69,101,249
2,97,130,490
4,44,273,2061
3,82,120,809
4,30,174,1415
5,76,288,2334
2,86,128,693
3,68,403,6746
5,32,131,271
3,53,271,4426
4,36,156,1364
0,37,161,659
5,52,224,2192
0,75,404,4442
3,6,63,166
0,187,242,3209
3,20,196,1885
0,12,229,2755
3,84,128,693
2,10,79,317
0,52,206,2261
4,24,174,1415
3,84,537,8350
0,69,222,2672
4,120,171,1747
4,40,67,224
4,28,193,2118
0,29,263,2902
4,23,148,729
2,11,109,689
2,58,224,2192
3,6,79,292
5,46,215,2188
4,14,79,292
4,19,216,2677
5,67,468,9276
1,6,33,5
4,77,403,6746
3,75,142,844
2,20,54,165
4,92,163,1162
4,83,136,619
5,40,322,4619
5,42,180,2054
4,64,193,2118
5,40,193,2118
3,34,215,2188
3,6,33,5
0,87,432,7464
4,33,166,1111
2,39,52,133
3,29,249,3630
2,17,88,292
4,181,362,5847
4,96,33,5
0,89,416,7955
5,112,171,1747
2,47,247,3373
3,49,224,2192
3,5,63,166
4,92,388,6290
2,46,235,4905
2,59,473,14125
4,26,123,621
2,20,54,165
0,19,87,273
3,53,223,2059
0,20,148,931
5,16,72,340
3,117,158,1403
0,10,81,396
3,48,67,224
2,93,449,5537
1,11,86,205
0,34,183,931
4,46,93,545
3,94,388,6290
2,130,205,1751
0,16,104,651
4,23,194,1521
4,26,156,654
0,52,332,6280
0,14,184,2057
4,66,134,970
0,76,279,3796
4,85,176,1922
2,128,205,1751
4,36,247,2754
0,33,153,491
4,29,71,249
0,89,339,7700
4,34,71,249
2,14,79,317
4,65,223,2822
4,28,71,249
2,22,54,165
4,36,166,1111
3,39,215,2188
3,96,136,619
5,52,483,15505
3,104,537,8350
0,506,943,29097
3,82,128,693
4,28,166,1414
4,21,138,554
3,22,166,1111
0,18,155,845
5,102,320,3466
0,104,327,7097
2,11,79,317
2,6,33,5
4,130,208,1691
4,20,166,1111
4,16,132,806
3,57,271,4426
0,11,86,246
3,16,109,689
2,105,449,5537
5,59,273,2061
0,84,446,5542
2,20,54,165
3,21,196,1885
3,32,40,100
2,26,249,3630
0,143,306,4913
3,34,215,2188
5,115,171,1747
5,29,131,271
4,85,176,1922
4,45,93,545
0,44,200,1313
4,20,220,3450
3,26,166,1414
4,29,138,554
3,38,215,2188
3,129,205,1751
4,48,93,545
2,17,96,804
5,76,403,6746
2,71,104,457
0,112,142,1018
1,11,86,205
4,124,208,1691
4,51,483,15505
3,95,120,809
4,26,166,1414
4,27,174,1415
3,15,166,1111
2,73,104,457
4,17,102,764
3,88,120,809
2,20,54,165
3,107,205,1751
4,54,193,2118
0,102,326,5322
3,47,234,2464
3,43,234,1581
0,31,159,938
0,49,123,691
3,87,176,1922
2,120,88,318
4,33,40,100
4,23,194,1521
2,27,156,1364
4,32,193,2118
4,27,40,100
5,4,43,161
2,35,156,1364
0,98,139,587
3,38,93,545
2,75,104,457
3,30,96,804
0,92,424,5029
0,87,470,6758
0,45,187,2379
2,11,79,317
2,71,352,6744
1,14,88,292
4,125,208,1691
5,27,82,185
3,40,254,3885
2,100,130,490
0,34,243,3052
0,323,298,3055
0,18,221,1527
2,55,271,4426
3,36,71,249
2,37,52,133
5,80,120,809
4,30,166,1111
3,35,93,545
3,21,166,1414
4,176,308,6057
0,42,189,1805
4,27,156,654
5,53,390,7459
4,24,193,2118
0,200,298,2744
2,14,138,554
4,78,136,619
0,27,175,1577
2,32,235,4905
3,141,305,2610
0,1,66,206
4,6,33,5
2,65,223,2059
3,86,388,6290
3,22,220,3450
2,69,473,14125
2,103,449,5537
3,178,308,6057
2,87,128,693
4,52,224,2192
0,90,553,15691
0,18,70,247
1,23,249,3630
2,11,79,317
4,87,136,619
3,79,142,844
0,24,120,803
3,78,388,6290
4,65,403,6746
2,11,79,317
1,33,183,931
4,53,93,545
2,46,51,132
0,137,688,16970
0,247,294,6505
4,26,132,1513
4,70,540,8870
3,61,315,5844
0,241,402,11270
4,95,120,809
4,92,537,8350
3,141,362,5847
4,191,362,5847
2,58,271,4426
3,87,540,8870
3,45,254,3885
3,19,148,729
3,38,156,1364
0,239,371,5742
4,50,288,2334
4,85,540,8870
5,50,67,224
2,38,315,5844
0,11,220,2395
0,51,360,5745
2,85,128,693
3,29,188,2599
2,22,249,3630
4,22,174,1415
5,22,102,516
3,49,51,132
1,21,85,343
3,162,308,6057
3,15,138,554
0,35,122,730
0,61,352,6518
2,17,88,292
4,35,194,1521
0,30,254,2681
2,11,79,317
4,81,136,619
2,20,88,292
4,26,174,1415
2,74,352,6744
3,60,272,3539
2,6,33,5
0,38,113,653
4,114,208,1691
0,77,352,6744
3,82,139,587
3,20,188,2599
0,56,206,809
0,141,244,4151
0,71,206,3532
3,57,473,14125
3,85,172,973
0,17,353,6647
1,34,183,931
2,11,79,317
0,116,296,4816
0,102,356,4919
4,39,174,1415
0,83,299,2400
3,50,93,545
4,56,254,3885
3,36,234,1581
0,163,615,17503
3,48,254,3885
3,60,473,14125
4,174,308,6057
0,37,253,3134
4,28,174,1415
4,37,138,554
3,38,92,459
0,36,204,1526
5,123,171,1747
2,121,88,318
0,148,829,29096
0,114,577,13655
2,85,128,693
2,20,249,3630
0,199,336,6519
4,72,403,6746
2,54,93,545
0,42,144,456
3,43,67,224
0,22,103,399
4,76,176,1922
0,18,131,694
0,22,256,6278
0,73,438,7216
3,40,234,2464
2,20,85,343
4,67,224,2192
1,35,183,931
3,39,272,3539
3,54,483,15505
0,137,198,1521
0,349,321,5528
5,35,262,3211
3,26,156,1364
0,89,455,7723
0,58,426,5536
4,46,131,271
0,105,334,7577
3,44,196,1997
0,54,335,4250
3,57,134,970
3,16,72,340
4,70,101,249
5,38,180,2054
1,93,247,3373
2,38,156,1364
0,77,399,4359
0,22,135,1114
3,56,107,346
5,69,473,14125
5,117,171,1747
2,93,172,973
2,83,128,693
3,29,188,2599
0,11,98,516
4,79,128,693
2,99,130,490
5,80,172,973
2,44,235,4905
5,120,171,1747
0,149,249,2393
5,91,156,1521
3,27,247,2754
2,97,139,587
5,52,247,2754
3,20,138,554
3,124,217,2904
2,23,54,165
3,70,352,6744
0,53,313,7214
3,39,322,4619
3,66,272,3539
0,17,183,1162
0,286,376,11715
0,13,131,653
3,50,107,346
3,28,157,1519
4,42,51,132
2,30,156,1364
3,96,176,1922
4,53,93,545
0,88,230,2825
0,22,151,1411
2,100,130,490
0,40,372,5436
4,98,139,587
4,15,132,806
0,4,63,118
3,95,537,8350
3,28,88,292
2,20,54,165
0,3,125,622
0,69,181,591
3,93,388,6290
2,76,449,5537
0,30,270,2533
0,58,242,2125
3,82,388,6290
4,22,220,3450
5,0,142,844
0,196,379,6982
0,82,411,12656
3,79,388,6290
3,69,403,6746
4,33,193,2118
4,184,362,5847
2,139,217,2904
0,98,192,1993
1,141,247,3373
4,33,168,772
3,26,249,3630
4,33,174,1415
3,17,148,729
4,50,272,3539
5,15,86,205
4,34,179,1626
2,54,271,4426
4,29,154,1252
3,5,63,166
0,80,488,13307
